,NAME,TEAM,elo
1823,Morgan Cupp,Cornell,782.8645531
1824,Josh Gibbs,George Fox,782.3858421
1825,Brian Dengler,Bucknell,782.0700973
1826,Andrew Wolfert,Fresno Pacific,781.6108421
1827,Paul Squires,Liberty,781.5929854
1828,Liam Kennell,Southern Utah,781.5463457
1829,Carter Persyn,Arkansas,781.3638135
1830,Nicholas Ackerman,Una.,781.0645531
1831,Miles Owens,William and Mary,780.9805125
1832,Vincent Orta,Mt. SAC,780.8608421
1833,Chance Lamberth,Northeastern,780.6450973
1834,Myles Fleming,Nebraska,780.1429854
1835,Paul Buckingham,Simon Fraser,780.1358421
1836,Owen Buck,Virginia Tech,779.7888135
1837,Eric Baugh,Butler,779.4799046
1838,Rylan Larsen,George Fox,779.4358421
1839,Brian Cave,UMBC,779.2895531
1840,Ian Ritchie,Boston College,779.2450973
1841,Brendon Henkel,George Fox,778.7608421
1842,Lincoln Colby,Unattached,778.6241167
1843,Mark Provenzo,Duquesne,778.2388135
1844,Jonas Enders,Unattached,778.1358421
1845,Zack Snider,Wisconsin,778.1055125
1846,Panth Patel,Johns Hopkins,777.8700973
1847,Finbarr Warren,George Mason,777.5395531
1848,Ethan Samuels,Unattached,777.5358421
1849,Pedro Montoya,Wichita State,777.3179854
1850,Garrick Chan,Wolfpack Running Club,776.9608421
1851,Osman Humeida,Virginia Tech,776.7138135
1852,Jake Johnson,Texas,776.5732679
1853,Brett Hoerner,New Hampshire,776.5200973
1854,Azael Zamora,Unattached,776.4108421
1855,Braden Stremcha,Montana State,775.9429854
1856,Marcos Macias,Tennessee-Martin,775.9354902
1857,Zach Strader,Cal St. Monterey Bay,775.8858421
1858,Ed Belsoi,Cornell,775.8145531
1859,Psalm Ocampo,Unattached,775.3858421
1860,Garrett O'Toole,Arizona State,775.3305125
1861,Andrew Sell,Penn State,775.2138135
1862,Sawyer Maher,Boston College,775.1950973
1863,Seth Garcia,Fresno Pacific,774.9108421
1864,Colby Harper,George Fox,774.4608421
1865,John Spinelli,Monmouth,774.1145531
1866,Israel Haik,LA Harbor,774.0358421
1867,Johnny Hogue,Richmond,773.9805125
1868,Joey Eovaldi,Syracuse,773.8950973
1869,Stewart Fernandez,Fresno Pacific,773.6358421
1870,Derek Tao,Unattached,773.2608421
1871,Anthony Salgado,San Bernardino Valley,772.9108421
1872,Paul Knepple,Richmond,772.6305125
1873,Ian Moini,North Carolina,772.6200973
1874,Zack Kovar,UTSA,772.5858421
1875,Cameron Starr,Quinnipiac,772.4395531
1876,Logan Phillips,Cal St. Monterey Bay,772.3108421
1877,William Hare,Penn,772.2888135
1878,Humberto Guzman,San Bernardino Valley,772.0608421
1879,Amjed Aboukhadijeh,Syria National Team,771.8358421
1880,Brett Lombardi,Unattached,771.6358421
1881,Jeffory Phelps,San Bernardino Valley,771.4608421
1882,Joseph Silva,Cal St. Monterey Bay,771.3108421
1883,Antonio Hernandez,Unattached,771.1858421
1884,Adam Breaux,Tulsa,771.1562404
1885,Fernando Vidrio,San Bernardino Valley,771.0858421
1886,Michael Ha,Unattached,771.0108421
1887,Isaac Verduzco,LA Harbor,770.9608421
1888,Nickolas Rahawi,Cal St. Monterey Bay,770.9358421
1889,Spencer Carmen,Eastern Kentucky,770.8638135
1890,Maxwell Ireland,New Hampshire,770.1450973
1891,Davis Stockwell,Georgia,770.0055125
1892,Nick Cipolla,Stony Brook,769.1645531
1893,Greg Pelose,Boston U.,768.9450973
1894,Joseph Minor-Williams,South Dakota St.,768.7305125
1895,Zach Dale,Illinois,768.3312404
1896,Ben Osipow,Boston College,767.7700973
1897,Brandon Phillips,Cornell,767.5645531
1898,Tom Breuckman,South Dakota St.,767.4805125
1899,Finn Gessner,Wisconsin,766.9562404
1900,Jack Slagle,Nebraska,766.9179854
1901,Ryan Gillooly,UMass Lowell,766.6200973
1902,Paul Dellinger,Duke,766.2555125
1903,Matthew Goyden,Binghamton,765.9645531
1904,Michael Zedan,Ohio State,765.7179854
1905,Logan Hall,Illinois,765.6062404
1906,Will Eaton,Dartmouth,765.4950973
1907,Nate Mallue,Ohio,765.4138135
1908,Matthew Schaefer,Northeastern,764.3950973
1909,Steven Fiumefreddo,Hofstra,764.3895531
1910,Ricky Kuciemba,Idaho State,763.8555125
1911,Benjamin Klemmeck,Liberty,763.3429854
1912,Avery Lederer,Lehigh,763.3200973
1913,Gerard D'Ambrosio,American,762.8395531
1914,Kevin Monogue,Penn,762.8388135
1915,Curtis Reed,SE Missouri,762.7035222
1916,Logan Broedner,Boston U.,762.2700973
1917,Dray Carson,Wichita State,762.1929854
1918,Matt Stark,Idaho State,761.6799429
1919,Thomas Teachen,UMass Lowell,761.5305125
1920,Jake Avery,Cornell,761.3145531
1921,Kalin Petrov,UMass Amherst,761.2450973
1922,William Anderson,North Carolina St.,760.4562404
1923,Reilly Bloomer,Georgetown,760.3638135
1924,Dean Yost,New Hampshire,760.2450973
1925,Markus Schweikert,Central Arkansas,759.9679854
1926,Brian Keller,Northeastern,759.2450973
1927,Graham Baird,Iona,759.1638135
1928,Ben Bunch,St. Joseph's (Pa.),758.3395531
1929,Phillip Demers,UMass Lowell,758.2700973
1930,Julien Magallanes,Louisville,757.8429854
1931,Chris Gish,Vermont,757.3200973
1932,Matthew Kane,UMBC,756.8895531
1933,Ray Sellaro,Penn,756.8388135
1934,John Fish,Harvard,756.3950973
1935,Travis Thorne,Arizona,755.7679854
1936,Cole Dowdy,Kentucky,755.7138135
1937,Cornelius Kiprotich,Texas Tech,755.6062404
1938,Brian Arita,Lehigh,755.4950973
1939,Bryan Cabral,Monmouth,755.4645531
1940,Chace Hale,Kansas,755.0717627
1941,Chris Skelly,UMass Lowell,755.0555125
1942,Marcelo Rocha,Providence,754.6490074
1943,Jack Kalil,UMass Lowell,754.6200973
1944,Michael Widmann,Missouri,754.6138135
1945,Ben Barrett,North Carolina St.,754.4404503
1946,Shane Ramdeo,Temple,754.0645531
1947,Clay Austell,Alabama,754.0571955
1948,Lamek Keditukei,Utah Valley,754.0555125
1949,Ben Lanza,Quinnipiac,753.7700973
1950,Tanner Dowdy,Kentucky,753.5388135
1951,Derek Holmes,UMass Lowell,753.0555125
1952,Zachary Prescott,Boston U.,752.9450973
1953,Noah Corbett,Ohio State,752.8429854
1954,Daniel Muldoon,Buffalo,752.6895531
1955,John Crawford,New Hampshire,752.1450973
1956,Shem Kemboi,Arizona,751.9179854
1957,Matt Hynes,Vermont,751.3700973
1958,Tanis Baldwin,North Carolina St.,751.3493984
1959,Caleb McCurdy,Cornell,751.3395531
1960,Kennan Schrag,Washington St.,751.1562404
1961,Cameron Stephens,Louisville,751.0179854
1962,Kevin Peters,Johns Hopkins,750.6200973
1963,Alex Lucking,Richmond,750.2055125
1964,Alex Moen,Wichita State,750.1179854
1965,Steven Sum,Princeton,750.0145531
1966,Alexander Horgan,Boston College,749.8950973
1967,Jared Yabu,Brown,749.4888135
1968,Chris Theodore,Duke,749.3055125
1969,Collin Price,Harvard,749.2429854
1970,Michael Kolor,Harvard,749.1950973
1971,Jack Franklin,Bradley,749.0562404
1972,Colin Gallagher,St. Joseph's (Pa.),748.7145531
1973,Jaymee Domoney,Charleston Southern,748.5388135
1974,Ian Steller,Providence,748.5200973
1975,Harrison Maloy,UMass Lowell,748.4055125
1976,Ayrton Ledesma,Oklahoma State,748.1729032
1977,Jack Hilton,Quinnipiac,747.8700973
1978,Julien Jeandree,Central Arkansas,747.5679854
1979,Joe Boyle,La Salle,747.4145531
1980,Luke Petela,Vermont,747.2450973
1981,Jaron Hamilton,Central Arkansas,746.7679854
1982,Jacob Ondash,Akron,746.7138135
1983,Lenny Baumann,Tennessee-Martin,746.6662307
1984,Tom Hale,Brown,746.6450973
1985,Michael Weidenbruch,American,746.1395531
1986,Joseph Stark,Bucknell,746.0700973
1987,Jack Gooch,Lamar,745.8555125
1988,Stephen Mugeche,Missouri,745.8388135
1989,Billy McDevitt,Penn State,745.8373406
1990,Marcel Aubry,Boston U.,745.5200973
1991,Carlos Zervigon,Tulane,745.2429854
1992,Ryan Miele,Bucknell,744.9950973
1993,Jack Ikenberry,George Mason,744.8895531
1994,Benjamin Littmann,Bucknell,744.4950973
1995,Jacob Underwood,Liberty,744.4929854
1996,Nate Sloan,Pittsburgh,743.9950973
1997,Brock Collins,Central Arkansas,743.7679854
1998,Chris Thoms,UMBC,743.6645531
1999,Zach Beston,Boston College,743.5200973
2000,John Jaynes,Ohio,743.3138135
2001,Caleb Hummer,Illinois,743.2812404
2002,Evan Minor,Bucknell,743.0700973
2003,Connor McCabe,Arizona,743.0679854
2004,Patrick Sutphin,Richmond,742.7305125
2005,Ronan O'Shea,Brown,742.6450973
2006,Jake Heinauer,Duquesne,742.5138135
2007,James Hoffman,Monmouth,742.4645531
2008,Scotti Hamilton,Boston U.,742.3929854
2009,Ben Ruffing,Boston College,742.2450973
2010,Matthew Greatorex,UMass Lowell,741.8700973
2011,Mihret Coulter,Charlotte,741.5562404
2012,Aksel Laudon,Boston U.,741.5200973
2013,Dylan Servos,Buffalo,741.2895531
2014,Isaac Grosner,Vermont,741.1950973
2015,Jared Hamilton,Central Arkansas,741.1179854
2016,Chris Durr,SE Missouri,740.9316643
2017,Matt McGoey,Pittsburgh,740.8950973
2018,Jacob St. Onge,Quinnipiac,740.6200973
2019,Ryan Eastman,Nebraska,740.5179854
2020,Dylan Mclaughlin,New Hampshire,740.3700973
2021,Andrew Goldman,Virginia Tech,740.2638135
2022,Andrew Bearkland,Stony Brook,740.1395531
2023,Matthew Allen,Quinnipiac,739.9450973
2024,Matthew Walker,New Hampshire,739.7700973
2025,Eric Clay,Northeastern,739.6200973
2026,Michael Duggan,Northeastern,739.4950973
2027,Phillip Trajkovski,New Hampshire,739.3950973
2028,Matthew Burke,Quinnipiac,739.3200973
2029,Joseph Walsh,UMass Lowell,739.2700973
2030,Jeffrey Venter,Quinnipiac,739.2450973
2031,Joe Lazzaro,Quinnipiac,739.2450973
2032,James Kosbar,SE Missouri,739.1857191
2033,Ben Woodward,Rider,739.0145531
2034,Trey Burleson,Richmond,738.7055125
2035,Paul Arredondo,Charlotte,738.3062404
2036,Hugh Nicklason,San Francisco,738.2679854
2037,Trevor Dominy,Charleston Southern,738.2388135
2038,Cooper Leslie,William and Mary,738.1055125
2039,Jack Good,Lehigh,737.9145531
2040,Danny Galvin,Iona,737.6138135
2041,David Whitfield,Virginia Tech,737.0138135
2042,Josh Fontaine,UMass Lowell,736.9805125
2043,Josh Klein,Wichita State,736.8429854
2044,Paul Markovina,Hofstra,736.8395531
2045,Ian Russ,Providence,736.8312404
2046,Christopher Conrad,Missouri,736.4388135
2047,Nick Regas,Ohio State,736.3929854
2048,Griffin Bailey,SE Missouri,735.9055125
2049,Griffin McCauley,Brown,735.8888135
2050,Miguel Dickenson,American,735.7895531
2051,Thomas Cain,Central Arkansas,735.5679854
2052,Andrew Hally,Penn,735.4562404
2053,Steve Bauers,Ohio State,735.1929854
2054,Daniel Golden,Texas,734.8062404
2055,Nathaniel Howe,Binghamton,734.7395531
2056,Zak Kirk,Eastern Kentucky,734.1812404
2057,Nick Stricklen,Akron,733.9388135
2058,Alexzander Schell,Tennessee-Martin,733.9179854
2059,Matthew Agosta,Ohio,733.5138135
2060,Ryan Matson,Arizona,733.3929854
2061,Tom Coe,Tulane,732.9679854
2062,Daniel Gahagan,Binghamton,732.7145531
2063,Michael Wilson,New Mexico,732.4929854
2064,Elliot Dee,Iona,732.4062404
2065,JAKE McENEANEY,UNA UNC,732.3888135
2066,Joshua Cheruyot,Tulane,732.3679854
2067,Timothy Dye,Tennessee-Martin,732.2679854
2068,Luke Laverdiere,Harvard,732.1929854
2069,James Hill III,Tulane,732.1429854
2070,Kyle Garcia,Lamar,732.1305125
2071,Ben Flowers,Wichita State,732.1179854
2072,Alex Lomong,Ohio State,732.1179854
2073,Thierry Siewe Yanga,Virginia Tech,732.0638135
2074,Kerry Gschwendtner,Bradley,731.8562404
2075,Sam Costa,Georgia Tech,731.7638135
2076,Paul Housey,George Washington,731.7395531
2077,Landin Delaney,Bucknell,731.4888135
2078,Alec Danner,Bradley,731.3312404
2079,ISAIAH CLAIBORNE,UNA PSU,731.2388135
2080,Jack Bradley,Georgia,731.2305125
2081,Seth Gard,Ohio,731.0138135
2082,Michael Benoit,Texas Tech,730.8312404
2083,Zak Ahmad,Penn,730.8138135
2084,Sean Egan,Temple,730.7895531
2085,Nejc Ferle,Lamar,730.7555125
2086,Czar Tarr,Ohio,730.6388135
2087,Brian Warsh,Iona,730.4888135
2088,JACOB McKENNA,UNA,730.3638135
2089,Armstrong Noonan,Yale,730.1805125
2090,Dan Uhranowsky,Pittsburgh,730.1138135
2091,NICK SUMMERLIN,UNA,730.1138135
2092,James Stockings,Lamar,730.0305125
2093,Ryan Riddle,Tulsa,729.9062404
2094,Conor Naughton,Central Michigan,729.9055125
2095,Aidan Caggiano,American,729.8645531
2096,Will Laird,Yale,729.8055125
2097,Trevor Falco,SE Missouri,729.6305125
2098,Nick Yaeger,SE Missouri,729.5805125
2099,Ty Brownlow,Georgetown,729.4812404
2100,Grant LaSelle,Texas Tech,729.0812404
2101,Hugh O'Connor,UMBC,728.9645531
2102,Christian Alberico,Iona,728.3062404
2103,Matthew Brown,Rider,728.0895531
2104,Cole Sandvold,Princeton,727.2395531
2105,Stephen Alvarez,Texas Tech,726.8062404
2106,Michael Pavicic,Monmouth,726.4145531
2107,Jack Lalonde,Illinois,726.0062404
2108,Jacob Hernandez,San Francisco,725.8562404
2109,Wyatt McIntrye,Illinois,725.6312404
2110,Bradley Arbaugh,UMBC,725.6145531
2111,Ben Bumgarner,Penn State,725.5562404
2112,Joseph Wilson,Charlotte,725.5062404
2113,Brandon Parrado,New Mexico,725.4812404
2114,Paul Catalano,Stony Brook,724.8145531
2115,Daniel Dombrowiecki,Monmouth,724.0395531
2116,Evan Kaiser,Temple,723.2895531
2117,Caleb Brown,American,722.5645531
2118,Tosin Ibironke,Hofstra,721.8645531
2119,Kevin Van Vorst,Cornell,720.5395531
2120,Taylor Baranoski,UMBC,719.9145531
2121,Matt Farrell,Monmouth,719.3145531
2122,Max Lustig,American,718.7395531
2123,Brendan Foley,Stony Brook,717.6395531
2124,Sam Earley,La Salle,717.1145531
2125,Daniel Robinson,George Washington,716.6145531
2126,Isaiah Jean-Baptiste,Rider,716.1395531
2127,Kevin Heredia,Rider,715.6895531
2128,Miles Smith,UMBC,715.2645531
2129,Adam VanValkenburgh,Binghamton,714.8645531
2130,John Pagliaro,American,714.4895531
2131,Ben Jacobson,Princeton,714.1395531
2132,Sam Brosh,UMBC,713.8145531
2133,Peter Antonetti,UMBC,713.5145531
2134,Will Spector,Rider,713.2395531
2135,Scott Ruskan,Rider,712.7395531
2136,Dante Perez,Hofstra,712.5145531
2137,Marc Meltzer,Hofstra,712.3145531
2138,Andrew Lazorcak,Rider,712.1395531
2139,Eric Collado,Rider,711.9895531
2140,Rani Marhaba,Binghamton,711.8645531
2141,Mike Mazzei,Rider,711.7645531
2142,Grayson Hoteling,Binghamton,711.6895531
2143,Conor Duffy,Rider,711.6395531
2144,John McMahon,Quinnipiac,711.6145531
2145,Jake Zappala,Rider,711.6145531
