Elo rank,NAME,TEAM,elo
1816,Michael Sims,UTEP,860.55
1817,Dan Lathrop,Illinois,860.5062404
1818,Josh Grogan,Morehead State,860.4052642
1819,Stephen Pipilas,Loyola (Ill.),860.2953818
1820,Gable Dershem,Appalachian State,860.2937059
1821,Kevin Davis,Wis.-Green Bay,860.175
1822,Collin De Julio,Unattached,860.1358421
1823,Ryan Rafferty,Monmouth,859.9645531
1824,Jemal Wote,Houston,859.9398822
1825,Zachary Sleeman,Central Michigan,859.9101112
1826,Kole Pettit,Jacksonville St.,859.8802642
1827,Whitlock Caleb,Purdue Fort Wayne,859.85
1828,Matthew O'Connor,SIU Edwardsville,859.8052642
1829,Michael Thompson,Tennessee St.,859.7802642
1830,Fynn Timm,North Florida,859.6808483
1831,Daniel Maes,UTEP,859.575
1832,Blake Bennett,Grand Canyon,859.3502875
1833,Edgar Gonzalez,UTEP,859.35
1834,Jasper Rosenau,Wis.-Green Bay,859.15
1835,Bryce Legois,Wis.-Green Bay,858.975
1836,Ben Ewert,Louisville,858.9600656
1837,Humberto Freire,Florida State,858.941859
1838,Andre Bollam-Godbott,Akron,858.8638135
1839,Adam Plough,Wis.-Green Bay,858.85
1840,Jacob Fierst,Wis.-Green Bay,858.775
1841,Dylan Dombi,Youngstown St.,858.75
1842,Matt Harper,Louisville,858.7100656
1843,Daniel Fleace,Louisville,858.5438379
1844,Matthew Wiefels,Miami,858.4850656
1845,Henrik Anderson,Georgia Tech,858.2450973
1846,Martin Prodanov,Missouri,858.2413631
1847,James Hassell,Miami,858.1850656
1848,Samuel Fleischman,Miami,858.0850656
1849,Sean Hagert,Miami,858.0100656
1850,Taj Bland,Miami,857.9850656
1851,Michael Ramirez,San Bernardino Valley,857.9608421
1852,Anthony Cordero,SE Louisiana,857.7148822
1853,Max Selbach,UMKC,857.6953818
1854,Ryan Guenthner,Cincinnati,857.6851112
1855,Brett Haffner,Illinois State,857.416859
1856,Caleb Washington,Army West Point,857.3479103
1857,James Wilkes,New Hampshire,855.8700973
1858,Alex Torres,Fresno Pacific,855.8108421
1859,Daniel Glick,Troy,855.6558483
1860,Spencer Brown,Georgetown,855.5584248
1861,Alexander Ratkovich,IUPUI,855.4851112
1862,Ben Cignarale,Appalachian State,855.3937059
1863,Brixton Rill,Illinois-Chicago,855.1203818
1864,Solomon Fountain,Columbia,854.7895531
1865,Daniel Maneloveg,San Francisco,854.3752751
1866,Evans Kipchumba,Tulane,854.137988
1867,Nik Sjogren,Unattached,853.6858421
1868,Stephen Flanagan,Northeastern,853.5200973
1869,Stephen Aguilar,Houston Baptist,853.3898822
1870,Matt Bridger,La Salle,853.2373612
1871,Iolo Hughes,New Mexico,852.6075216
1872,Akhil Ghosh,Loyola (Ill.),852.5703818
1873,James Maniscalco,Connecticut,852.2395531
1874,Adam Gonzalez,Fresno Pacific,851.5858421
1875,Anthony Haren,Grand Canyon,851.5002875
1876,Benjamin Cracraft,Navy,851.3623612
1877,Justin Kelly,Stony Brook,851.1950973
1878,Brian Kettle,Michigan State,850.7690652
1879,Ryan Johnston,Louisville,850.6446021
1880,Jared Lautenslager,UT-Arlington,850.291859
1881,Angus White,Providence,849.948969
1882,Lake Spradling,Miss State,849.8558483
1883,Eric Smart,UMBC,849.7145531
1884,Pedro Sepulveda,UTSA,849.5108421
1885,Steven Galli,Texas A&M-CC,849.1648822
1886,Charlie Ellenbecker,Wis.-Milwaukee,849.0351112
1887,Luke Peterson,North Carolina,848.8950973
1888,Nathan Mack,Mid. Tenn. State,847.9808483
1889,Heath Warren,Oklahoma,847.691859
1890,Reece Donihi,New Mexico,847.5915791
1891,Wilson Ives,Claremont-Mudd-Scripps,847.4608421
1892,Thomas Flannery,Buffalo,847.2145531
1893,Jesse Hunt,North Carolina,846.6138135
1894,Tom Long,Rider,846.535967
1895,Devin Paredes,Adams State,845.4358421
1896,Garrett Condelario,Idaho State,845.4180248
1897,Mitchell Towne,Miami (Ohio),845.216859
1898,Chace Hale,Kansas,845.1885382
1899,Zach Dale,Illinois,845.0665154
1900,Nicholas Hamilton,Houston,845.0648822
1901,Marcus Johnson,UMKC,845.0453818
1902,Peter Garmon,Connecticut,844.7395531
1903,Samuel Boone,Arkansas,844.2388135
1904,Jeremie Venne,Saint Francis University,844.1123612
1905,Calvin Butlak,Albany,844.0979103
1906,Evaristo Mateo,San Jose St.,843.4358421
1907,Christian Alberico,Iona,843.3510575
1908,Cameron Laverty,Houston,843.0648822
1909,Kevin Lawson,Dayton,842.891859
1910,Jacob Wickert,Akron,842.8101112
1911,Evan Babatz,South Florida,842.5308483
1912,Jorge Perez,Oklahoma State,842.3528381
1913,Andrew Carlin,George Mason,842.2895531
1914,Jared Gonzalez-Perez,Utah Valley,841.766859
1915,Isaiah Lozano,UC Santa Barbara,841.4608421
1916,Alex Hanson,Central Arkansas,841.2935211
1917,Oscar Leyva,Texas A&M-CC,841.0898822
1918,Nick Grismer,Cincinnati,840.7851112
1919,Jorge Quintero,Incarnate Word,840.691859
1920,Oussama Chouati,Maryland-Eastern Shore,840.6873612
1921,Nick Chudzik,Loyola (Ill.),840.1203818
1922,Tim Euler,Monmouth,839.8645531
1923,Zach Gentry,Oklahoma,839.666859
1924,Thomas Broatch,British Columbia,839.5108421
1925,Bailey Timmons,Nebraska,839.4393678
1926,Luke Petela,Vermont,839.2408664
1927,Hunter Henderson,Central Arkansas,839.1398822
1928,Nick Michalowski,Wis.-Milwaukee,838.7851112
1929,Christian Raslowsky,Santa Clara,838.666859
1930,Jonathan Lomogda,Yale,838.6625832
1931,Tyler Dau,Florida State,837.691859
1932,Ralph Mendoza,Mt. SAC,837.5858421
1933,Robert Whitney,Cornell,837.4645531
1934,Caden Hercules,Mid. Tenn. State,837.3558483
1935,Greyson Winiger,Eastern Kentucky,837.2638135
1936,Austin Ballow,Louisiana Tech,837.2148822
1937,Paul Bete,Ohio State,836.8179854
1938,Andrew Doherty,Oklahoma,836.766859
1939,Jonathan Besselink,Wagner,836.4229103
1940,Cole Hoff,Duke,836.0116888
1941,Austin Barry,Lafayette,835.7373612
1942,Luis Huerta,Mt. SAC,835.6858421
1943,Benjamin Klemmeck,Liberty,835.64339
1944,Paul Squires,Liberty,835.4115607
1945,Grayson Birka,UT-Arlington,835.3148822
1946,Jonathon Connor,Connecticut,835.0895531
1947,Harry Monroe,Virginia,834.9888135
1948,Ian Crowe-Wright,New Mexico,834.8312404
1949,Seth Eliason,Minnesota,834.7179854
1950,Tyler Martin,Incarnate Word,834.2712019
1951,Paul Knepple,Richmond,834.2215002
1952,Kyle Vernot,Dayton,834.166859
1953,Nathan Galloway,Loyola (Md.),834.1623612
1954,Arye Beck,Stetson,834.0308483
1955,Alex Hogue,Marist,833.8979103
1956,William Fallini-Haas,Unattached,833.8108421
1957,Declan Hines,Col. of Charleston,833.6763713
1958,Robert Miranda,Yale,833.6305125
1959,Takeshi Okada,California,833.6252875
1960,Ben Harper,California,833.391859
1961,Victor Garifo,Stony Brook,832.7395531
1962,Colin Kelly,Saint Francis University,832.6123612
1963,Mathew Kibet,Alabama State,832.4058483
1964,Manuel Carranza,Fresno Pacific,831.9858421
1965,Jake Gillum,Illinois State,831.916859
1966,Micah Mather,South Dakota St.,831.5805125
1967,Ian Denis,Vermont,831.3950973
1968,Evan Misuraca,Santa Clara,831.241859
1969,Connor McCabe,Arizona,831.1260364
1970,Thomas Anthony,Lafayette,831.0873612
1971,Matt Brooks,Wis.-Milwaukee,831.0351112
1972,Chris Corcoran,Florida State,830.591859
1973,Camron Roehl,North Dakota State,830.5703818
1974,Michael Reilly,Georgia Tech,830.5138135
1975,Uriel Medina,Cal St. Fullerton,830.3252875
1976,Jake Smith,UTSA,830.1858421
1977,Cooper Jansson,Elon,830.03005
1978,Coy Smith,Marshall,829.5873612
1979,Zachary Prescott,Boston U.,829.4195783
1980,Christopher Gonzalez,Incarnate Word,829.391859
1981,Mark Myers,North Carolina,829.3200973
1982,Dismas Koech,Toledo,829.1601112
1983,Luke George,Oklahoma,828.841859
1984,jeremy dvorak,Unattached,828.4108421
1985,Israel Orihuela,Incarnate Word,828.316859
1986,Zachary Lanigan,Brown,828.3138135
1987,Paul Casavant,Cornell,828.0645531
1988,Tim Jones,North Texas,828.0398822
1989,Hawk Call,Utah Valley,827.841859
1990,Connor Butterfield,UT-Arlington,827.416859
1991,Nick Stricklen,Akron,827.3213487
1992,Michael Mitchell,Lehigh,827.2700973
1993,Gregory Mathias,Navy,826.6873612
1994,Ian Kebenei,Arizona State,826.6608421
1995,Brandon Edmondson,Utah Valley,826.641859
1996,Kyle Burks,Indiana,826.3693896
1997,Spencer Herbstritt,Incarnate Word,826.316859
1998,Zachary Barthel,SE Louisiana,826.2898822
1999,Zach Zimmerman,Ohio,826.1388135
2000,John O'Hagan,Santa Clara,826.016859
2001,Jon Dooling,George Washington,825.7645531
2002,Derek King,Oklahoma,825.741859
2003,Ethan Donley,Kansas,825.5555125
2004,Joseph Biehl,Grand Canyon,825.5252875
2005,Eliseo Rodriguez,UT-Arlington,825.516859
2006,Dominic Paoletti,Valparaiso,825.4851112
2007,Lucas Capistrant,Illinois State,825.316859
2008,Nikolaus Moore,California,825.141859
2009,Brady Steele,UT-Arlington,825.016859
2010,Xander Olivero,Santa Clara,824.941859
2011,Adrian Hernandez Jr.,Mt. SAC,824.9358421
2012,Victor Bocanegra,UT-Arlington,824.866859
2013,John Green,Lipscomb,824.7808483
2014,Alec Snell,New Orleans,824.5648822
2015,Isaac Schmidt,Montana State,824.0049802
2016,Michael Neeson,Lafayette,823.9123612
2017,Solomon Costa,Eastern Michigan,823.6851112
2018,Gabe Peters,South Dakota St.,823.5805125
2019,Nick Norton,Lehigh,823.4895531
2020,Scott Pourshalchi,Johns Hopkins,823.2450973
2021,Adam Wilkinson,Claremont-Mudd-Scripps,823.2358421
2022,Mason Youberg,Louisiana Tech,822.8898822
2023,Matt Hynes,Vermont,822.7212246
2024,Anthony Alfaro,Cal St. Fullerton,822.4502875
2025,Jonathan Werble,Florida Atlantic,821.9558483
2026,Toni Banos,Cincinnati,821.9101112
2027,Nick Shampoe,Arizona State,821.5608421
2028,CJ May,Northern Iowa,821.4203818
2029,Adam Cortez,SE Louisiana,821.2398822
2030,Patrick Craemer,Una.,821.2395531
2031,Mitchel Wileczek,Mount St. Mary's,821.2373612
2032,Tristen Montalvo,Stetson,820.5808483
2033,Rhys Kramer,British Columbia,819.9108421
2034,Trevor Dominy,Charleston Southern,819.7112565
2035,Jonathan Hernandez,Nicholls State University,819.6148822
2036,Colin Ross,Davidson,819.3977864
2037,Jonathan Gay,Albany,819.1979103
2038,Nat Romaine,East Carolina,819.13005
2039,Jake Lonsdale,George Mason,819.0145531
2040,Patrick Cropsey,Loyola (Md.),818.7123612
2041,Kaeo Kruse,Harvard,818.5689876
2042,Chandler Maciel,Fresno Pacific,818.2858421
2043,Robert Spies,New Jersey Institute,817.4873612
2044,Andrew Ciaccia,East Carolina,817.00505
2045,Walmer Saavedra,Illinois-Chicago,816.9953818
2046,Kellen Manley,Gonzaga,816.9850148
2047,Jacob Burgamy,Campbell,816.8277953
2048,Conner James,George Washington,816.8145531
2049,Jeremy Breedlove,IUPUI,816.7351112
2050,Chris Sobczak,Simon Fraser,816.6858421
2051,Ricardo Mendoza,UT-Rio Grande Valley,816.4398822
2052,Alex Doran,Johns Hopkins,815.3950973
2053,Brett Hickman,Unattached,815.1108421
2054,Noah Corbett,Ohio State,814.9721945
2055,Wade Garner,Arkansas-Pine Bluff,814.9148822
2056,Ben Evans,Temple,814.6395531
2057,Danny Ferro,South Florida,814.1058483
2058,Lachlan Shiver,Florida Atlantic,812.9058483
2059,Victor Yegon,Lehigh,812.4895531
2060,Gavin Korby,Long Beach St.,812.4752875
2061,Thomas Teachen,UMass Lowell,812.3031601
2062,Jonathan Pelham,Georgia,812.3013976
2063,Nathan Garcia,Cal St. Monterey Bay,812.0858421
2064,Juan Salinas,Texas A&M-CC,811.9398822
2065,Christian Stevens,Cincinnati,811.7851112
2066,Abbas Abbkar,Savannah State,811.7308483
2067,Josh Higgins,Pittsburgh,811.6200973
2068,Ashton Garcia,UC Irvine,811.1502875
2069,Colin Loy,Appalachian State,810.78005
2070,Mathew David,UTSA,810.6108421
2071,Matthew Schaefer,Northeastern,810.6090843
2072,John Marting,Florida Atlantic,810.5808483
2073,Patrick Dougherty,Tulane,810.4898822
2074,Liam Kennell,Southern Utah,810.4852905
2075,Evan Jerolaman,Monmouth,810.3645531
2076,Philip Hall,North Carolina St.,809.9062404
2077,Conor Stack,Marist,809.8479103
2078,Ben McCoy,Brown,809.7700973
2079,Taylor Vroon,Belmont,809.5083826
2080,Josh Rodriquez,UTSA,809.1608421
2081,Daniel Figueroa,Nicholls State University,809.0648822
2082,Hayden DiBona,Col. of Charleston,808.73005
2083,Noah Perrin,Eastern Michigan,808.6101112
2084,Chantz Visse,Loyola (Ill.),808.4453818
2085,Caden Foos,Miss State,808.3558483
2086,Michael McDonald,UMass Amherst,807.9450973
2087,Brian Clayton,Lafayette,807.7623612
2088,Isaiah Gonzalez,San Bernardino Valley,807.7358421
2089,Shaun Hopkins,Akron,807.6888135
2090,Lucky Schreiner,Columbia,807.5479103
2091,Jessie Boyett,Memphis,807.2808483
2092,Michael Russell,New Jersey Institute,806.8373612
2093,Andrew Southard,Coastal Carolina,806.70505
2094,Connor Danielson,North Dakota,806.3703818
2095,Cameron Priest,Unattached,806.3358421
2096,Alex Turnock,Jacksonville,806.2558483
2097,Colin Cannon,George Mason,806.1645531
2098,Ryan Ansel,Quinnipiac,806.1450973
2099,Ryan Budhu,New Jersey Institute,805.9373612
2100,Jakob Wickert,Akron,805.7638135
2101,Nick Rink,Minnesota,805.7429854
2102,Benjamin Eddy,Charleston Southern,805.5032629
2103,Suhieb Mohamed,Savannah State,805.2558483
2104,Charles Mills,Texas,805.0827571
2105,Mark DiPaola,Lafayette,805.0623612
2106,William Harrell,Louisiana Tech,805.0148822
2107,Josh Meyer,George Fox,804.9608421
2108,Dawson Connell,William and Mary,804.70505
2109,Zach Weaver,Miss State,804.2808483
2110,Brian Hackman,Saint Francis University,804.2123612
2111,Conor Malanaphy,Stony Brook,804.0895531
2112,Abel Nijakowski,Bowling Green,804.0351112
2113,Caleb McClain,San Francisco,803.9533681
2114,Cooper Leslie,William and Mary,803.8304341
2115,Ariel Conde,LA Harbor,803.6108421
2116,Reece Duff,Stetson,803.3308483
2117,Evan Whittaker,Canisius,803.0229103
2118,David Sadvary,Lafayette,802.6123612
2119,Trevor Wenzel,Wis.-Milwaukee,802.5601112
2120,Noah Elder,Louisiana Tech,802.4398822
2121,Roberto Mazzone,British Columbia,802.2858421
2122,Tyji Mays,Temple,802.0395531
2123,Matt Neeley,South Florida,801.5308483
2124,Cade Brown,Yale,801.5055125
2125,Koy Moore,Southern Utah,801.4582694
2126,Mitchell Basher,U. of Victoria,800.9858421
2127,Jackson Morton,Pittsburgh,800.8950973
2128,Evans Kibet,Siena,800.7979103
2129,Dennis Kipkorir,Mid. Tenn. State,800.6808483
2130,Zachary White,Saint Francis University,800.4373612
2131,Merga Gemeda,South Dakota,800.2953818
2132,Cameron Theriot,Sam Houston St.,800.0148822
2133,Nicholas Smart,La Salle,800.0145531
2134,Payne Meyer,Stetson,799.8558483
2135,Carlos DeLaTorre,San Bernardino Valley,799.7108421
2136,Noah Carey,Penn,799.6437791
2137,Connor Delahanty,Johns Hopkins,799.1950973
2138,Ryan Branch,Lafayette,799.1373612
2139,Michael Peppy,Canisius,798.5979103
2140,Joel Swiatkowski,Cal St. Monterey Bay,798.4858421
2141,Elliott Stone,North Dakota State,798.3203818
2142,Kurt Convey,Penn,798.3138135
2143,Allen Siegler,Yale,798.1305125
2144,Kevin Dorsey,Mount St. Mary's,797.9623612
2145,Terrence Sessoms,Savannah State,797.5308483
2146,James Garbier,Northeastern,797.5200973
2147,Jake Fowler,Loyola (Md.),797.4123612
2148,Joseph Dicke,Arizona State,797.2858421
2149,Ricardo Cardenas,Long Beach St.,796.9752875
2150,Cameron Stephens,Louisville,796.8544504
2151,Cameron Pack,Savannah State,796.8058483
2152,Brandon Rossi,Loyola (Md.),796.4123612
2153,Joseph Prunty,Holy Cross,796.3979103
2154,Keiser Freetly,North Dakota State,796.3703818
2155,Spencer Elmore,George Fox,796.1108421
2156,Quinn Serfass,Temple,796.0395531
2157,John Akakeya,Maryland-Eastern Shore,795.9623612
2158,Andrew Matson,Georgia Tech,795.8700973
2159,Mauricio Ramos,San Bernardino Valley,795.6475676
2160,Joel Krznaric,Marshall,795.5373612
2161,Daniel Smith,Tennessee-Martin,795.498162
2162,Matthew Lara,Texas A&M-CC,795.4898822
2163,Sahlu Atakilti,Savannah State,795.4808483
2164,Samuel Miller,Loyola (Md.),795.1373612
2165,Luis Garcia,San Bernardino Valley,794.9608421
2166,Austin Camps,South Florida,794.8558483
2167,Ryan Vaught,Marshall,794.7623612
2168,Mason Gatewood,Penn,794.7388135
2169,Brock Collins,Central Arkansas,794.4797019
2170,Kyle Faddis,Boston College,794.2450973
2171,Victor Fortin,Valparaiso,794.2351112
2172,Matt Bodon,Monmouth,794.0895531
2173,Riley Collins,Montana State,793.8679854
2174,William Fuchs,Cal Poly Distance Club,793.8358421
2175,Jericho Cooey,Florida Atlantic,793.6808483
2176,David Essel,New Jersey Institute,793.5623612
2177,Levi Chambers,Abilene Christian,793.4148822
2178,Cash Tampa,South Florida,793.1558483
2179,Alexander Buchholz,Loyola (Md.),793.1373612
2180,Steve Vazquez,New Jersey Institute,792.9623612
2181,Ryan Dunn,Wright State,792.9351112
2182,Daniel Plunkett,SE Missouri,792.8743184
2183,Tyler Schoch,Loyola (Md.),792.7373612
2184,Matthew Morris,Cal St. Monterey Bay,792.7358421
2185,Daniel Eagan,South Florida,792.6558483
2186,Nicholas Ramirez,New Jersey Institute,792.5873612
2187,Alex Bartholomay,North Dakota State,792.5453818
2188,Ethan Suire,New Orleans,792.4148822
2189,Ben Bumgarner,Penn State,792.1929802
2190,Sean Barone,Florida Atlantic,792.1808483
2191,Erick Juarez,Cal St. Fullerton,792.1002875
2192,Javier Ubaldo,Unattached,791.6608421
2193,Travis Nichols,Abilene Christian,791.4398822
2194,Myles Fleming,Nebraska,791.3445218
2195,Brandon Tubby,North Carolina,791.0700973
2196,Justin Loquercio,Missouri,790.8458873
2197,Adam Klein,Arizona State,790.6108421
2198,Josiah Perez,Louisiana Tech,790.5148822
2199,Jack Lalonde,Illinois,790.419921
2200,Jack Worman,Valparaiso,790.4101112
2201,Austin Carroll,Charlotte,790.40505
2202,Patrick Bayuex,Columbia,790.2645531
2203,Ricardo Reyes,South Florida,790.2058483
2204,William Kachman,Lipscomb,789.6308483
2205,Lucas Marcello,New Orleans,789.6148822
2206,Timothy Kaelin,George Fox,789.5858421
2207,Nicolas Sevilla-Connelly,New Hampshire,789.5200973
2208,Wayne Richards,Long Beach St.,789.4752875
2209,Charles Cooper,Duke,789.4571282
2210,Phoenix Myers,Eastern Michigan,789.1601112
2211,Chandler Underwood,Miss State,789.1558483
2212,Cristian Moreno,Florida Atlantic,788.9808483
2213,Octopias Ndiwa,Alabama,788.8308483
2214,Ross Rabalais,Florida Atlantic,788.7058483
2215,Chase Ballard,Belmont,788.6447753
2216,James Sever,UC Riverside,788.6252875
2217,Warno Potgieter,South Alabama,788.6058483
2218,Jonathan Matson,Fresno Pacific,788.5858421
2219,Nick Morken,North Florida,788.5308483
2220,Tyler Fox,Georgia,788.4805125
2221,Samuel Craig,Stetson,788.4558483
2222,Stephen Schulz,Syracuse,787.9950973
2223,Alex Cotter,Wis.-Milwaukee,787.9351112
2224,Bryant White,SE Louisiana,787.8898822
2225,Christopher Perillo,Albany,787.8479103
2226,Trevor Stangle,Long Beach St.,787.8002875
2227,Jeffrey Moore,Sam Houston St.,787.0648822
2228,Roman Jennings,IUPUI,786.7351112
2229,Alex Mocarski,Cornell,786.5395531
2230,Nicholas Phillips,New Orleans,786.2898822
2231,Connor Olson,Minnesota,786.0179854
2232,Jessi Cuellar,LA Harbor,785.7358421
2233,Joe Petty,Idaho State,785.4055125
2234,Matt Cozine,Drake,785.0953818
2235,David Bergamasco,Charleston Southern,785.0048183
2236,Patrick Dye,Johns Hopkins,784.9950973
2237,William Conner,Charlotte,784.98005
2238,Hunter Moore,Indiana,784.9062404
2239,Jacob Skarr,LA Harbor,784.8608421
2240,Sebestian Bautista,UC Irvine,784.7502875
2241,Marcos Macias,Tennessee-Martin,784.4554433
2242,Jake Papish,Toledo,784.4101112
2243,Mark Golay,New Orleans,784.1148822
2244,Michael Merchan,Cal St. Northridge,784.0502875
2245,Liam Foster,Simon Fraser,784.0108421
2246,John O'Hara,Siena,783.7229103
2247,Joe Boyle,La Salle,783.5432629
2248,Brendan McGill,Bucknell,783.5200973
2249,Thomas Mueller,Detroit Mercy,783.2851112
2250,Mitchell Poynter,Penn,782.9638135
2251,Morgan Cupp,Cornell,782.8645531
2252,Josh Gibbs,George Fox,782.3858421
2253,Tyler Granger,Nicholls State University,782.2148822
2254,Josh Oeters,Toledo,782.1851112
2255,Angel Salazar,Grand Canyon,782.1002875
2256,Patrick Crowley,Canisius,781.6729103
2257,David Zavala,Sam Houston St.,781.6398822
2258,Andrew Wolfert,Fresno Pacific,781.6108421
2259,Ben Ahlrichs,Northern Iowa,781.5203818
2260,Carter Persyn,Arkansas,781.3638135
2261,Kaleb Chanet,New Orleans,781.0898822
2262,Nicholas Ackerman,Una.,781.0645531
2263,Miles Owens,William and Mary,780.9805125
2264,Mario Ramirez,Cal St. Northridge,780.9252875
2265,Vincent Orta,Mt. SAC,780.8608421
2266,Chance Lamberth,Northeastern,780.6450973
2267,Richie Kasper,Elon,780.58005
2268,Andrew Gandy,Texas A&M-CC,780.5648822
2269,Paul Buckingham,Simon Fraser,780.1358421
2270,Landon Melling,Oakland,780.0601112
2271,Owen Buck,Virginia Tech,779.7888135
2272,Evan Kottsick,North Dakota State,779.7703818
2273,Sean Sullivan,Fordham,779.6479103
2274,Leo Michel,Sam Houston St.,779.5898822
2275,Jaymee Domoney,Charleston Southern,779.5892472
2276,Eric Baugh,Butler,779.4799046
2277,Rylan Larsen,George Fox,779.4358421
2278,Ben Shaw,Idaho,779.3502875
2279,Brian Cave,UMBC,779.2895531
2280,Ian Ritchie,Boston College,779.2450973
2281,Drew Cummings,Abilene Christian,779.1648822
2282,Chandler Sullivan,New Orleans,778.7648822
2283,Brendon Henkel,George Fox,778.7608421
2284,Lincoln Colby,Unattached,778.6241167
2285,Matthew Anciaux,Grand Canyon,778.4252875
2286,Mark Provenzo,Duquesne,778.2388135
2287,Jonas Enders,Unattached,778.1358421
2288,Zack Snider,Wisconsin,778.1055125
2289,Kit Carter,UC Irvine,778.0002875
2290,Panth Patel,Johns Hopkins,777.8700973
2291,D'Andre Mighty,Arkansas-Pine Bluff,777.7148822
2292,Finbarr Warren,George Mason,777.5395531
2293,Ethan Samuels,Unattached,777.5358421
2294,Tom Breuckman,South Dakota St.,777.4938372
2295,Akeem Marshall,Arkansas-Pine Bluff,777.4398822
2296,Pedro Montoya,Wichita State,777.3179854
2297,Christian Fagerlin,Grand Canyon,777.2002875
2298,Laurel Heath,Arkansas-Pine Bluff,777.1898822
2299,Wyatt Stahl,Wright State,777.0601112
2300,Romario Marshall,Arkansas-Pine Bluff,776.9648822
2301,Garrick Chan,Wolfpack Running Club,776.9608421
2302,Toshin Agbede,Arkansas-Pine Bluff,776.7648822
2303,Dustin Worley,Nicholls State University,776.5898822
2304,Brett Hoerner,New Hampshire,776.5200973
2305,Gabriel Ramirez,UC Irvine,776.4752875
2306,Tyran Lyons,Arkansas-Pine Bluff,776.4648822
2307,Azael Zamora,Unattached,776.4108421
2308,Cam Carter,Nicholls State University,776.3648822
2309,Alexander Collier,Arkansas-Pine Bluff,776.2898822
2310,Teril Cooper,Nicholls State University,776.2398822
2311,Clay Austell,Alabama,776.2354283
2312,Braden Stremcha,Montana State,775.9429854
2313,Zach Strader,Cal St. Monterey Bay,775.8858421
2314,Ed Belsoi,Cornell,775.8145531
2315,Christian Stafford,Northeastern,775.6729103
2316,Psalm Ocampo,Unattached,775.3858421
2317,Andrew Sell,Penn State,775.2138135
2318,Sawyer Maher,Boston College,775.1950973
2319,Michael Vitucci,Cincinnati,775.1851112
2320,Seth Garcia,Fresno Pacific,774.9108421
2321,David Hidalgo,Cal St. Northridge,774.9002875
2322,Robby Foster,Cal St. Northridge,774.7252875
2323,Colby Harper,George Fox,774.4608421
2324,Christian Hernandez,UC Irvine,774.3502875
2325,Ignacio Veloz Bonilla,Valparaiso,774.2851112
2326,Christian Wehrli,Cal St. Fullerton,774.2252875
2327,John Spinelli,Monmouth,774.1145531
2328,Israel Haik,LA Harbor,774.0358421
2329,Joey Eovaldi,Syracuse,773.8950973
2330,James Draney,Marist,773.7229103
2331,Davis Stockwell,Georgia,773.6532254
2332,Stewart Fernandez,Fresno Pacific,773.6358421
2333,Adam Fraeyman,Detroit Mercy,773.4101112
2334,Derek Tao,Unattached,773.2608421
2335,Anthony Salgado,San Bernardino Valley,772.9108421
2336,Ian Moini,North Carolina,772.6200973
2337,Zack Kovar,UTSA,772.5858421
2338,Cameron Starr,Quinnipiac,772.4395531
2339,Eric Clay,Northeastern,772.4104344
2340,Logan Phillips,Cal St. Monterey Bay,772.3108421
2341,William Hare,Penn,772.2888135
2342,Humberto Guzman,San Bernardino Valley,772.0608421
2343,Amjed Aboukhadijeh,Syria National Team,771.8358421
2344,Robert Guidicipietro,Wagner,771.7729103
2345,Brett Lombardi,Unattached,771.6358421
2346,Jeffory Phelps,San Bernardino Valley,771.4608421
2347,Alex Jackson,Northern Iowa,771.3953818
2348,Joseph Silva,Cal St. Monterey Bay,771.3108421
2349,Antonio Hernandez,Unattached,771.1858421
2350,Fernando Vidrio,San Bernardino Valley,771.0858421
2351,Michael Ha,Unattached,771.0108421
2352,Isaac Verduzco,LA Harbor,770.9608421
2353,Nickolas Rahawi,Cal St. Monterey Bay,770.9358421
2354,Spencer Carmen,Eastern Kentucky,770.8638135
2355,Zach Birdsall,Northern Kentucky,770.38005
2356,Zachary Pettinga,Oakland,770.1601112
2357,Maxwell Ireland,New Hampshire,770.1450973
2358,Nick Cipolla,Stony Brook,769.1645531
2359,Greg Pelose,Boston U.,768.9450973
2360,Aaron Willingham,Maine,767.9479103
2361,Ben Osipow,Boston College,767.7700973
2362,Brandon Phillips,Cornell,767.5645531
2363,Dawson Hood,Evansville,767.3101112
2364,Finn Gessner,Wisconsin,766.9562404
2365,Jack Slagle,Nebraska,766.9179854
2366,Derek Rink,Loyola (Ill.),766.6703818
2367,Tanner Mathes,Wright State,766.6601112
2368,Ryan Gillooly,UMass Lowell,766.6200973
2369,Paul Dellinger,Duke,766.2555125
2370,Aaron Fullenkamp,Wright State,766.0351112
2371,Matthew Goyden,Binghamton,765.9645531
2372,Marcelo Rocha,Providence,765.9440645
2373,Michael Zedan,Ohio State,765.7179854
2374,Will Eaton,Dartmouth,765.4950973
2375,Derek Steinke,Wright State,765.4351112
2376,Nate Mallue,Ohio,765.4138135
2377,Ryan Schwab,Detroit Mercy,764.8601112
2378,Steven Fiumefreddo,Hofstra,764.3895531
2379,Jordan Carpenter,Evansville,764.3101112
2380,Henry Burton,Canisius,764.2229103
2381,Dylan Carmack,Davidson,763.98005
2382,Ricky Kuciemba,Idaho State,763.8555125
2383,Brian Stubelt,Toledo,763.7851112
2384,Avery Lederer,Lehigh,763.3200973
2385,Corbin Healey,Toledo,763.2851112
2386,Gerard D'Ambrosio,American,762.8395531
2387,Kevin Monogue,Penn,762.8388135
2388,Stanley Chepchieng,Evansville,762.8101112
2389,Curtis Reed,SE Missouri,762.7035222
